taxonID,isMarine,isFreshwater,isTerrestrial
alien-herpetofauna-belgium:taxon:aad6c377da61735b1c5461e877edf03f,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:af911b1a1272da9d074476a58015386f,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:aff6ade6b4337dc7d013ff4a68cc6844,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:b2b84c6800419a61f2ee3cfa5e307003,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:b3937580b3480bf2a7fb31d1264dd868,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:b64e66af996f4badffe7af288c533eb9,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:b6bf32ff95c447d093d9eb83b35e9698,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:baa07d3d85472a0bd2764ace88c43d82,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:bac87166164a69df139f1528287ae5ae,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:bb23434656bc1cab99558f07ecf23257,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:bb4d2c2b43952801e5ee4aa52fdef223,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:bfcc3b0818bbb98a7b2ee4e54116386c,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:c06d2716c21a95e2dfbee9d8b3e6f26d,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:c0c9cd1c21da4c817adb6003f8bb5bd7,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:c2da78106f71af0c16caa8376d4834d6,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:c4e337cdf3f808ff3e4f612db69f2aa7,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:c53ba30dc2319c9f31d074420251f777,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:c744d57c2c1a6dc9b72467bc066640c7,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:c853660656a6faf1dbf25b120a37fb69,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:cad99dfac5d13fd88f386ea0214c60a3,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:cb211c2957617d0f0ab81e7b8333ebfe,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:cb64e2a4146c6a849a072d1edc83ae43,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:cd49a0416885c2e883d12561289d6614,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:cec9b34e435dab7b703ae88b3c9c686b,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:d10a2f81ec69b7de222c600d82d85c65,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:d4b7adfe4d5857a15e3a05b676398888,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:d4e4618bd9c2f81c096cb372dd78b33d,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:d513d682fdd52536c12f3318c46c81b2,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:d72168ac44c60424d6781eb17fff357e,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:d98583b9eb43e884fdb10e6db7cf0d50,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:db2e5b8fb798afe736d22f7ae3c1a3e3,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:ddaf32d3e3009ae6baee5fd654ce42af,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:de10c9dd3e8845310c5f50ba9677691e,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:df7a6aafcefb4823202aa3bfe6f8ad59,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:e2ebcc22f42f1657be8bd16ffcf20406,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:e3183249eb168863b68db6b070f2b724,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:e4e0c83e09cbcdffaea058abdfcfb10d,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:e718a5157d8df94fca60e574b75e76af,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:e8398ebb5bc90926dc173029b4791ee0,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:ef3160b26c1f70d22f528507d9946a05,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:efa6a6192af8fd2b5b8d4a1ea1b5f0e0,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:f071e3c4f985f734e14d7e4b72e971b9,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:f3d0959a8575a4a52c8a211e5cc47340,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:f43bb2ef0ffab0a3694bd861aadfa309,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:f449e769066c3570ca3f117256bb4198,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:f4561399bd74e378c067a6b25a55eaf7,FALSE,FALSE,TRUE
alien-herpetofauna-belgium:taxon:f981ab8c911519c13b45eb115246e546,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:f9b512426db4c11d2a70ba8845c078ac,FALSE,TRUE,TRUE
alien-herpetofauna-belgium:taxon:fe3943e51c122fc7f07fc844afaa42a8,FALSE,FALSE,TRUE
